"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"b0249" 19.094292087186 -0.352889983525798 0.447031103315517 -0.789408121512132 0.429873510643538 0.634658310744665
"b0250" 293.50821183435 -0.959690063739923 0.149190560693935 -6.43264600170471 1.25401478105607e-10 2.33797292351039e-09
"b0251" 33.3189267598023 -0.71370675697705 0.329531315315768 -2.16582377396562 0.030324655914521 0.0911886978011795
"b0252" 40.8699409945092 0.555311619810398 0.311989842437299 1.77990288232541 0.0750918559175108 0.186893351444573
"b0253" 66.3949790555967 0.0453080673886554 0.24653174724308 0.183781877568822 0.85418457358019 0.925366621378539
"b0254" 46.5858225193276 0.117604412899275 0.276381069627862 0.425515441624225 0.670460967347573 0.817124303954854
"b0256" 219.385708864254 0.354116852786297 0.157035703419629 2.25500854312111 0.0241327925495276 0.0758993528340851
"b0258" 113.815145329155 0.1351499709258 0.206141298106724 0.655618122943173 0.512069861892739 0.708135140920269
"b0259" 33.1683346634544 -0.25924662665511 0.343055783623617 -0.755698166393668 0.449830183684985 0.654952747445339
"b0260" 111.525097132421 -0.380048711382688 0.214153359896166 -1.77465677665275 0.0759545762984277 0.18872086317293
"b0261" 170.691669726416 -0.117596871205389 0.179375547735005 -0.655590311445999 0.512087760979725 0.708135140920269
