"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"b0877" 775.1249024305 -0.0119334972486104 0.115257103867978 -0.103538062714813 0.917535942131187 0.959196490925983
"b0878" 316.734158481383 0.000895246049307532 0.136424803439529 0.00656219416657879 0.994764164167459 0.998669416507038
"b0879" 330.32482576192 0.184754774566165 0.130304023813016 1.41787466848518 0.156227359267939 0.315092858639612
"b0880" 711.544068787038 0.391447018484405 0.118938813977095 3.29116295509545 0.000997740984720494 0.00516636769462054
"b0881" 485.574514695195 -0.0555991433740859 0.126217474261201 -0.440502740999443 0.659573027500902 0.812108922042907
"b0882" 7573.91886863858 -0.327059944607961 0.116865734618282 -2.79859571906371 0.00513253545245523 0.0210252416926944
"b0884" 748.734375261415 -0.511449220657235 0.131861447942292 -3.8786865201197 0.000105021986218063 0.00068968046619491
"b0885" 234.41148702006 0.878120463446613 0.14699471724137 5.97382327695974 2.31756853274469e-09 3.55732808520089e-08
"b0886" 708.822579836404 0.933960161837714 0.109900753050613 8.49821439719881 1.92529269399042e-17 7.28561255092218e-16
"b0887" 654.268173120077 1.0972922830911 0.112749659455906 9.7321117277541 2.19978035028896e-22 1.44957939634559e-20
"b0888" 1902.17223357423 0.110339585822682 0.0960621534639815 1.14862702785498 0.250709807283465 0.43535342273394
"b0889" 2123.54875507973 -0.218110401299559 0.0914236306423341 -2.3857114377009 0.0170461204265282 0.057962875685223
"b0890" 2256.33718164541 -0.208489710189095 0.0951860093727863 -2.19033985732679 0.0284995982683726 0.0864487814140636
"b0891" 531.625788204502 -0.182477973263798 0.125310655857006 -1.45620475781427 0.145336024676506 0.300256370980329
"b0892" 382.468955822993 -0.197127755958057 0.129981970728711 -1.51657768268099 0.129373343523163 0.275161334972471
"b0893" 2871.48276001314 0.0140106728155402 0.0933061323250068 0.150158113581836 0.880639871659374 0.938677758811842
"b0894" 46.38702328614 -1.05516394470416 0.330893457327511 -3.18883290478538 0.00142848423053007 0.00704473126333666
"b0895" 13.5304645017822 -0.183320147810454 0.502039415130541 -0.365150907051366 0.714998762213006 0.847094007804746
"b0896" 32.9765660386199 0.0641730925946752 0.330350013828018 0.194257877731115 0.845973966021266 0.921434168747016
"b0897" 180.766829478639 0.211836341929732 0.171761904540976 1.23331388584595 0.217458679191541 0.395950166197648
"b0898" 191.66046300916 1.0104842891306 0.174833963009289 5.77967959850521 7.48430204589612e-09 1.0439781904896e-07
"b0899" 21.6922877896873 0.611843282289239 0.432928801536429 1.41326536861918 0.157577712578674 0.317481295453712
"b0900" 45.7570175463597 0.337356877659614 0.288890079161325 1.16776899587204 0.242899957378778 0.427620284247669
"b0901" 23.3262716242055 0.572331661390369 0.412872336852429 1.38621944437739 0.16567990585226 0.327741823552171
"b0902" 138.581317235286 -0.318877495400378 0.195939699971956 -1.62742667997358 0.103646508926728 0.234539347020695
"b0903" 12401.5002382158 0.0873554733180068 0.150026219805491 0.582268042421273 0.560386147820078 0.747833748941458
"b0904" 335.137698953926 -0.347899110105141 0.182758140849996 -1.9036039023328 0.0569617902136928 0.151081167381495
"b0905" 470.878242043041 -1.24173619612854 0.128012919937156 -9.70008493469354 3.0124775586772e-22 1.91894820487737e-20
"b0906" 60.6206005274693 -0.318836728153183 0.271021235389058 -1.17642710799205 0.239424244537799 0.42286481636944
"b0907" 7878.16340442961 0.156599944178525 0.090944517341346 1.72192836639895 0.085082495676242 0.205034866629632
"b0908" 2829.65964449024 -0.275700771352744 0.0942213756247799 -2.92609579858687 0.00343245222093357 0.0148571148226592
"b0909" 36.2273387751693 -0.774078858365826 0.340237109893883 -2.27511589963615 0.0228989781135359 0.0728118921380486
"b0910" 733.010874653947 -0.260866588683755 0.11250084712732 -2.3187966610467 0.0204060643357584 0.0664791805542348
"b0911" 22430.886097592 -0.363942812417062 0.0921359681530171 -3.95006227983229 7.81308605331461e-05 0.000522970488542354
"b0912" 1618.51869702483 -0.138784891014158 0.121159376865052 -1.14547379332214 0.252012945304041 0.436822438527004
"b0913" 66.4252973508168 0.242642426451259 0.239758036883692 1.01203041868818 0.311523509426294 0.50592889612208
"b0914" 773.528163945325 -0.262560975864852 0.107271575088093 -2.44762860663912 0.0143799795640081 0.0502379176358674
"b0915" 228.858906433129 -0.447167664924261 0.153945033283251 -2.90472290912755 0.00367578356793774 0.015749826005222
"b0916" 95.8104740119918 0.0906415619853099 0.209187467171974 0.433303023411021 0.66479464195769 0.814586439359058
"b0917" 49.2177083723069 0.301108173770774 0.289318837794493 1.04074859440938 0.297992243566029 0.490614902160383
"b0918" 676.931450934583 0.392005253584527 0.110123600418933 3.55968431919461 0.00037130085564885 0.00215343227661594
"b0919" 84.2196812052295 -0.388461202070225 0.236167696170137 -1.64485324779717 0.100000078208668 0.228999579936208
"b0920" 56.7439010934664 0.240930089385538 0.266543875731182 0.903904052286397 0.36604628024391 0.56392297173089
"b0921" 327.376659982967 0.213948739960596 0.136426875807983 1.56823015035339 0.116827430414636 0.255589261044497
"b0922" 599.872612005552 0.0182701953249424 0.116426130289269 0.156925213262253 0.875303788726796 0.937331265618976
"b0923" 556.863841352966 0.0694172323091183 0.118471644642823 0.585939635753368 0.557916080641272 0.74571941250876
"b0924" 2878.51216207555 0.0942042703509351 0.0956836056702122 0.984539302120618 0.324850417117981 0.521671552195347
"b0925" 637.989481880787 -0.0244933886354959 0.114338532822967 -0.214218147030271 0.830376945258287 0.916428493797454
"b0926" 1341.84137951529 0.370819723671036 0.0988170680990217 3.75258779484783 0.000175018507849866 0.0010947966235715
"b0927" 1111.7571046042 0.368715604601625 0.0999763757239109 3.68802731577157 0.000225999393492538 0.0013864681892913
"b0928" 6692.28574637154 0.584247726364314 0.0942869066897424 6.19648842958462 5.77367718933097e-10 9.89551310207308e-09
"b0929" 36834.6092511948 -1.06108631881559 0.0955481218115333 -11.1052556418488 1.18278395721236e-28 1.61450010159487e-26
"b0930" 4805.93357674205 0.452386185326123 0.0881646479233355 5.13115172557033 2.87974658353049e-07 3.13501086286817e-06
"b0931" 1590.99647473636 0.197690234014398 0.0995388407235949 1.98606124581414 0.0470265237575303 0.130243024493682
"b0932" 2944.38344617433 0.15151051682349 0.0957482276387415 1.58238455749949 0.113561807858572 0.249708627131185
"b0933" 67.2665652999761 0.0776906884694234 0.2328660735759 0.333628197858118 0.738660137451409 0.863351390012013
"b0934" 11.58819719863 0.284103034602221 0.55217031071209 0.514520663445009 0.606888017317472 0.777643808780451
"b0935" 20.1795808540129 0.119106682103334 0.402556534716394 0.295875664239922 0.767325036548144 0.882397614253709
"b0936" 13.8140491717217 -1.29305147347257 0.497121756025952 -2.60107600964675 0.00929318609153502 0.0349592098837075
"b0937" 11.8705491207574 0.238165639806367 0.540982868316144 0.440246177383913 0.659758818143178 0.812108922042907
"b0938" 5.69568883679455 0.214440860477747 0.759664505736011 0.282283638183125 0.777726030481287 NA
"b0939" 9.11607925584132 0.404008004088302 0.616499743036934 0.655325502810629 0.512258204425629 NA
"b0940" 44.8434738395366 -0.0227941235696003 0.287054891886734 -0.0794068459164052 0.936709023584385 0.969166726621418
"b0941" 48.5179282928447 -0.37391167507793 0.305277738665355 -1.22482457028356 0.220641325353296 0.398790474391805
"b0942" 16.4901660285745 -0.116313039808011 0.455292090543623 -0.255469054314412 0.798360841878797 0.898555760976814
"b0943" 15.2276060741118 -1.18105172682426 0.474875280391085 -2.48707771407178 0.012879726024022 0.0459014908390938
"b0944" 63.5351173384244 0.456330809996815 0.23820644731055 1.9156946218248 0.0554039774064204 0.148174217202679
"b0945" 356.054491818403 0.139866817039807 0.166165073539421 0.841734150628382 0.399936778052889 0.602569363555413
"b0946" 190.176981589016 0.344848326030996 0.161529920956651 2.13488822373373 0.0327701414822884 0.0971135601819002
"b0947" 369.964180861724 -0.307864485364572 0.125389470228565 -2.45526585927339 0.0140780429014195 0.0494088888606294
"b0948" 635.805805374616 -0.255595317269582 0.113765101895076 -2.24669352034963 0.0246596206489779 0.0771900656186679
"b0949" 580.104708780601 -0.344335193425995 0.112603277193299 -3.0579500171642 0.00222856744244519 0.0103620252615882
"b0950" 130.205391999891 -0.212594046974561 0.206228462524782 -1.03086666298069 0.302603351696561 0.496373394928866
"b0951" 253.906599174191 0.114103194911495 0.146197359304001 0.780473706602524 0.43511209821634 0.639123151184801
"b0952" 97.4127299395277 0.236959462378654 0.20069173840014 1.18071358725392 0.23771652201609 0.42101600887187
"b0953" 6134.20409014231 1.56453903373869 0.127083184612467 12.3111412301295 7.8899566874467e-35 2.51295120495178e-32
"b0954" 1073.29484530229 -0.907039018961857 0.103356847426724 -8.77579997401639 1.69693214451556e-18 7.12711500696534e-17
"b0955" 717.924362074791 -0.166614312492776 0.113959904517716 -1.46204327915064 0.14372935041047 0.297903241468989
"b0956" 110.33601695389 -0.192969819033161 0.206074808133742 -0.936406641746935 0.349063859611243 0.547343046093803
"b0957" 46238.5612990693 -0.365233004588647 0.0953976169783779 -3.82853383718619 0.00012890891002909 0.000837907915189087
"b0958" 131.728386479636 -0.194049898387322 0.183417026555504 -1.05797101845722 0.290068655402685 0.480764267540791
"b0959" 68.3598593525302 0.0860379932359053 0.237274396403946 0.362609681195567 0.716896477277205 0.847192408280888
"b0960" 336.051673564808 -0.213591720334864 0.134517427646045 -1.58783678867906 0.112323250213007 0.248006621787471
"b0961" 61.5047658194169 0.158378811694633 0.246166495670644 0.6433808600279 0.519976999761659 0.714509590148937
"b0962" 612.35584561446 0.223386877604515 0.118161899724747 1.89051528559447 0.0586890782116003 0.154212142563916
"b0963" 523.947410347607 0.272164154955111 0.117277880637273 2.32067763738743 0.0203042485331788 0.0663839502941055
"b0964" 17.7005024265371 -0.280133921913185 0.442733893124892 -0.632736563121363 0.526905688885699 0.720512895499514
"b0965" 201.148695750605 0.0814618936667377 0.163907810191923 0.496998242922973 0.619190290390794 0.784403476921981
"b0966" 636.73447998698 0.340516054822753 0.125892101879299 2.70482460567089 0.00683404628422322 0.0268445271308336
"b0967" 331.757579946133 -0.28971139307722 0.131704136309105 -2.19971370069408 0.0278272141277463 0.0846780353473297
"b0968" 57.1364206922461 -0.240864037536244 0.255435736343518 -0.942953562348545 0.345704656108074 0.543737940594675
"b0969" 83.4154042152232 0.0107500270434412 0.217773215641903 0.0493634031703792 0.960629692627645 0.983182273533232
"b0970" 1533.49436966197 0.211304941220488 0.110079219695469 1.91957157586197 0.0549120372599569 0.147226750580421
"b0972" 13.9218012436879 -0.407463612667169 0.488305716947709 -0.83444366618137 0.404031019562119 0.607238126923484
"b0973" 14.7196341776327 0.621966726779038 0.490500534028705 1.26802456598883 0.204789177869685 0.381063406922071
"b0974" 9.10384158227654 -0.483411547750822 0.642143054368897 -0.752809743034474 0.451564251152493 NA
"b0975" 15.8988419596303 1.06294034893957 0.478095151994288 2.22328200674218 0.0261967900389569 0.0814017329503198
"b0976" 6.65708545756291 0.176197809797024 0.728302915903584 0.241929293360608 0.808834951420702 NA
"b0977" 15.5741721350742 0.0714006224674121 0.458540173969785 0.155712904824163 0.87625932467429 0.937577175947311
"b0978" 60.1223982325853 0.468005963017089 0.249842717308652 1.87320234129106 0.0610404491515045 0.159138196901126
"b0979" 44.8947127990905 0.443188291891921 0.31773734370117 1.39482594878346 0.163068331897398 0.324607898183257
"b4592" 8.91727748666732 0.332459998791537 0.616187349700785 0.539543693899228 0.589511756309123 NA
"b0980" 99.2975417723564 0.584239713271463 0.201531823872189 2.89899481901175 0.00374361080222849 0.0159866821073936
"b0981" 131.471161674391 0.301692372801162 0.181596768105426 1.66133117868053 0.0966469514191156 0.223328082420713
"b0982" 14.3766533747458 0.508218749432476 0.503069777238905 1.01023510539995 0.312382663902696 0.506759992120588
"b0983" 31.9332732154526 0.0787312463083926 0.342454873887809 0.22990254282141 0.818167500364075 0.909124941019282
"b0984" 51.1613722698583 -0.130224963321152 0.274274186978207 -0.474798466293509 0.634930626279816 0.79564093562015
"b0985" 9.05088202200305 0.470264863310354 0.614858111978773 0.764834771061116 0.444369939759879 NA
"b0986" 7.26962685961418 -0.501984866515186 0.707429639899161 -0.709589813888403 0.477958538061237 NA
"b0987" 19.5488265399259 -0.203246805159462 0.441705781215448 -0.46014069501238 0.64541523562104 0.804844567595069
"b4516" 32.0973251629532 -0.197408672731833 0.346871265353987 -0.569112210924632 0.569279992113961 0.755219760451079
"b0988" 114.353566704189 0.0985821631894052 0.204166037505366 0.482852899502515 0.629200186972328 0.79209588755212
"b0989" 5.72301394861332 0.280019671452925 0.780781496085577 0.358640250642202 0.719864231581092 NA
"b0990" 409.273202477739 -1.42438471917596 1.03285310156775 -1.3790777381739 0.167870786824341 0.331234975344674
"b4723" 71.0539308453292 -2.20485526190575 1.17829006745232 -1.87123300349382 0.0613127921150615 0.159739257984843
"b0991" 1.20208868315875 0.342707666579356 1.75771107580132 0.194973833468688 0.845413432353999 NA
"b4517" 48.5231631887577 -0.36260445039667 0.27351888547406 -1.32570169613045 0.184938525392304 0.353594319184285
"b0992" 36.4777932403827 -0.21509171174246 0.30971473451051 -0.694483302779904 0.48737916848778 0.688429500378831
"b0993" 84.9488552576349 0.0966788671961715 0.216610674855541 0.446325497395949 0.655362140859632 0.809466136749333
"b0994" 35.7481801512022 0.0419783815203016 0.325976071411928 0.128777493815657 0.897533714558234 0.948215024804523
"b0995" 61.9176153985601 0.422846107138039 0.266095987861346 1.5890735915882 0.112043779129616 0.247819053144325
"b0996" 8.5740283349066 0.578184034578642 0.618452257334719 0.934888712461626 0.349845654738264 NA
"b0997" 43.8394473009717 -0.174280924890642 0.283938917161616 -0.613797244255329 0.539349318510617 0.73202879806377
"b0998" 40.6667945823338 0.419565813836918 0.305873019151251 1.37169932477584 0.170157058708087 0.334537180237812
"b0999" 100.919859243949 0.0876806722273703 0.207471380080746 0.42261574677551 0.672575635826791 0.817625297706337
"b1000" 381.890382871128 -0.090831048026431 0.137676400908933 -0.659743045480334 0.509418738133055 0.706528983727359
"b1001" 16.0424923425535 -0.885968999777412 0.487093896829001 -1.81888749899168 0.0689285954257773 0.175864547207824
"b1002" 258.1033223343 0.703000938076518 0.142605168505084 4.92970167523384 8.23552795865674e-07 8.23983975339949e-06
"b1003" 364.239359504203 -0.559404665824937 0.147871296881799 -3.78305105602812 0.000154917621454931 0.000985183276540342
"b1004" 602.418708448794 -0.571303161771795 0.143418771720668 -3.98346154354538 6.79186664689989e-05 0.000461227349126104
"b4518" 35.5841445548109 -0.593128096480318 0.313589923777227 -1.8914131211106 0.0585692184016639 0.154189603757011
"b1006" 40.960604498555 0.247063451099328 0.304458963075693 0.811483585845047 0.417088015325197 0.622456225916791
"b1007" 15.0538729567661 0.0955855653480811 0.476884614348378 0.200437511448531 0.841138424791702 0.920100474972492
"b1008" 8.74102233274035 -0.740319781962924 0.618026754506866 -1.19787659120621 0.230965064139469 NA
"b1009" 8.92545721577191 -0.267132571238009 0.605438218754102 -0.441221850493229 0.659052396009966 NA
"b1010" 1.90211836978364 0.0770818168075236 1.26489880350684 0.0609391174960559 0.951407696063192 NA
"b1011" 7.36849303972904 0.346017657888482 0.677026166672968 0.511084615220822 0.609291808259479 NA
"b1012" 6.17881478057136 -0.431397327759613 0.724634352611378 -0.595331046899693 0.551622206732008 NA
"b1013" 69.665909018305 0.0295835969064986 0.230194384800232 0.128515719148283 0.897740859293968 0.948215024804523
"b1014" 562.929613462254 0.264205234277507 0.135927235986223 1.94372549666415 0.051928562275795 0.140959492200347
"b4737" 1.48920449139418 -0.772600126855162 1.48133279439435 -0.521557431104497 0.601978508812026 NA
"b1015" 631.98615897823 -0.743799341965544 0.117793439406 -6.31443776254704 2.71145413332202e-10 4.91145862443449e-09
"b1018" 1610.380136171 -0.0122165723771133 0.107122061387706 -0.114043477308544 0.909203328340773 0.954663494757812
"b1019" 1085.92366464218 -0.215090861024142 0.129673835640212 -1.65870670796632 0.0971749070391122 0.224141517624313
"b1020" 620.006730952667 -1.33564459235381 0.115434576672159 -11.5705764326327 5.80910667923065e-31 9.25100238667482e-29
"b1021" 38.9454915494411 -0.459484529132424 0.307359178125078 -1.49494325152522 0.134929253100802 0.284471608383355
"b1022" 16.8140191883725 -0.3041789727626 0.476216610306295 -0.638740787657443 0.522991573959205 0.716442220670998
"b1023" 24.1575201424533 -0.1862632862667 0.374118364558727 -0.497872609077605 0.618573834451456 0.784403476921981
"b1024" 46.5378637512564 0.0361387912064861 0.280426684490549 0.128870728804355 0.897459938527826 0.948215024804523
"b1025" 111.338030800873 0.0865631615868432 0.197162574663828 0.439044589138876 0.660629227882499 0.812408699356678
"b1026" 94.1952391525728 0.524894037695815 0.207209261898756 2.53315914976948 0.0113039616820475 0.0411464205226529
"b1027" 4.40642605794223 -0.455675316951202 0.910638205750142 -0.500391169702612 0.616799669814315 NA
"b1029" 9.54289536326627 -0.994332742371397 0.681509369775132 -1.45901551243453 0.144560838181623 0.299139969426185
"b1033" 784.163985404155 0.161012761387447 0.11788523438181 1.36584333255812 0.171988142208067 0.336923977201041
"b1034" 677.645693762554 0.278167045419609 0.11420749292444 2.43562868159311 0.014865935950708 0.0514652239163097
"b1035" 579.50231926882 0.228888437312316 0.111920110187243 2.04510553938325 0.0408444542916321 0.116411263462057
"b1036" 198.366507846814 -0.259574157118443 0.167195142436736 -1.55252212077072 0.120537343969054 0.260882682603967
"b1037" 203.400176938617 -0.00828170366568907 0.169011418790868 -0.0490008528709928 0.960918616265011 0.983182273533232
"b1038" 95.1256097139923 0.329937244204074 0.231890049103215 1.42281760463649 0.154789036591701 0.313349416235954
"b1039" 130.738912360686 0.60255069190542 0.204549716244102 2.94574200819892 0.00322181001612951 0.0140889678279714
"b1040" 258.588936084146 0.452132029809614 0.163517995104399 2.76502919156358 0.00569177020219955 0.0230688713815553
"b1041" 3.01265310063652 0.0589977623273452 1.02035562374538 0.057820784199517 0.953891382476803 NA
"b1042" 38.5383100626193 0.225918136465479 0.304280857983763 0.742465819120094 0.457805153888709 0.660942335412217
"b1043" 7.75349709453508 -0.977061973923214 0.700661293774895 -1.39448544197322 0.163171062651075 NA
"b1044" 221.094313985498 -1.35332160691617 0.172505654777533 -7.84508547653954 4.32658689940684e-15 1.29189180699476e-13
"b1045" 257.098220205245 -0.525802892839115 0.143249328795499 -3.67054350104317 0.000242035272089714 0.00147134166735303
"b1046" 243.150989206608 0.0484306496923657 0.148722126512852 0.325645220573017 0.744692794402564 0.867748737867866
"b1047" 102.162778638379 -0.469284962271228 0.202052780606843 -2.32258601372266 0.0202014027906747 0.066194838434799
"b1048" 2297.87286138384 0.552696991644921 0.0940059895248267 5.87938060583848 4.11804504594461e-09 6.07689890563718e-08
"b1049" 1913.42144898046 0.403598944235402 0.100315844172828 4.0232821401579 5.73926735933613e-05 0.000394523018837818
"b1050" 276.188505964962 -0.255455145403209 0.160633506249093 -1.59029801047284 0.111767646884401 0.247494754572527
"b1051" 370.043645112343 -0.280316174419366 0.156108346288459 -1.79565142469317 0.0725499718128257 0.182185277443246
"b1053" 57.3328807286773 0.133647211497055 0.253672551079939 0.526849321805176 0.598298228932311 0.77363452168571
"b1054" 147.995856352891 -0.0923503862518972 0.177454777308053 -0.520416455689898 0.60277334314968 0.775951403677358
"b1055" 480.323365129765 0.69251376166122 0.141608569568545 4.89033794897569 1.00663001673256e-06 9.86497416397905e-06
"b1056" 312.096011926057 0.0996397839156768 0.134680498410777 0.739823397532839 0.459407159923427 0.661945721247245
"b1057" 25.7998419930573 0.251674851353655 0.379144815757388 0.663796103478045 0.506820819924845 0.704645025010097
"b1058" 9.28664657071829 1.19535566635116 0.620141987002117 1.92755157916292 0.0539109265781277 NA
"b1059" 798.869604667731 0.539140928377307 0.106866701835422 5.04498519293314 4.53556490810622e-07 4.76234315351153e-06
"b1060" 170.640979504084 -0.443607768081627 0.192614246282073 -2.3030890842414 0.0212738313495647 0.0684992278163742
"b1061" 183.907951058909 0.0830048093923705 0.158623015850144 0.52328351562038 0.600776970647938 0.774686093730235
"b1062" 1920.83154878183 0.49474713159851 0.110090677608011 4.49399660668915 6.98987424006025e-06 5.92198393690375e-05
"b1063" 199.613856615361 0.165876099179091 0.166618536222801 0.995544090948458 0.319471711289284 0.515198683775378
"b1064" 813.599935979596 0.808328416703573 0.13038183544727 6.19970116182698 5.65704703411766e-10 9.73929448846743e-09
"b1065" 81.1978986036042 1.12124211294727 0.230506186031989 4.86426040120097 1.14885580903025e-06 1.11162706382624e-05
"b1066" 337.510376798311 -0.0641660817049279 0.146252037705686 -0.438736326081515 0.660852602380929 0.812408699356678
"b1067" 466.881351967889 0.0683713682400196 0.139232393170787 0.491059348208953 0.623384472496157 0.787492000777532
"b1068" 419.953802237037 0.349875542817859 0.124761334716129 2.80435876719286 0.00504167702477482 0.0207867201603984
"b1069" 296.331163720292 -0.409258762121515 0.143959883891799 -2.8428667143766 0.00447097634963718 0.0187163982566411
"b1070" 1295.02502357273 -0.94676796352968 0.138571224994055 -6.83235616608209 8.35311432357019e-12 1.80370638105566e-10
"b1071" 613.904867273662 -1.02915326291921 0.144966066569084 -7.09927010697202 1.25417480212544e-12 2.94077060964627e-11
"b1072" 1128.6818277223 -0.549773068093423 0.131097058254109 -4.19363390311766 2.74520903865596e-05 0.000204128189605897
"b1073" 1730.8031704344 -0.691313572947811 0.149491038234785 -4.62444826867855 3.7559680600872e-06 3.38568630322011e-05
"b1074" 1585.85189379213 -0.575632820161685 0.140845897437958 -4.0869690252444 4.37045442565167e-05 0.000311059158563141
"b1075" 4095.36234530156 -0.656455224790186 0.112854132607578 -5.81684701855662 5.99679765236e-09 8.52035711052785e-08
"b1076" 8607.96431113528 -0.702659270631764 0.123693005917674 -5.68067099201574 1.34167343520952e-08 1.80559009484887e-07
"b1077" 2351.48262404709 -0.641102654340852 0.118857945826145 -5.39385608496549 6.89614591203998e-08 8.23658427369275e-07
"b1078" 3240.63750727715 -0.688478383098992 0.118167924290773 -5.8262712765003 5.66794567193232e-09 8.14394299177644e-08
"b1079" 1040.36104719769 -0.64118952398633 0.131623939075026 -4.8713746791976 1.1082444821538e-06 1.07505340375427e-05
"b1080" 1075.04550660899 -0.732340779612011 0.125861344151899 -5.81863148329455 5.9331379115747e-09 8.46136309628303e-08
"b1081" 751.431623906638 -0.783978659621869 0.126803128858054 -6.18264444010266 6.30365882069414e-10 1.07556178628094e-08
"b1082" 3523.6640168518 -1.45662869815793 0.140952433213828 -10.3341862566373 4.93583433474946e-25 4.49160924462201e-23
"b1083" 3274.37305372913 -1.4261242298285 0.141124986016872 -10.1053985554195 5.22825469687557e-24 3.91811557871734e-22
"b1084" 4545.80784030885 -0.0827181553371132 0.091561473390355 -0.903416603886003 0.366304831017468 0.56392297173089
"b1085" 252.088566318675 -0.0204574139814096 0.14464554297881 -0.141431347002558 0.887529191827473 0.942521970315254
"b1086" 283.963534412847 0.000964729804814236 0.140113952208139 0.00688532290760831 0.994506350562766 0.998669416507038
"b1087" 305.095848119957 0.113480573714071 0.134568462447125 0.843292489565752 0.399064882166929 0.601904490782163
"b1088" 3916.14086088718 -0.301493346578363 0.0911961085435626 -3.30598916328042 0.000946417478960305 0.00492807575556715
"b1089" 3098.69242258187 -0.258692355644601 0.0970773572494782 -2.66480632532868 0.00770326730593978 0.0298064867366757
"b1090" 1623.76085945589 -0.345211495576627 0.0969668244844949 -3.56009900717979 0.000370714998446624 0.00215330201225379
"b1091" 1435.85396598394 -0.314953709344586 0.0998293442815354 -3.15492114679591 0.00160541488848049 0.00775713742575531
"b1092" 1941.45070629268 -0.277067751677533 0.109879241951099 -2.52156591870955 0.0116833782804734 0.0422458578883344
"b1093" 3073.68590158375 -0.345006189862068 0.0889703540129196 -3.87776573095313 0.000105420155232311 0.000689924372085434
"b1094" 5509.59998291622 -0.144856618739165 0.0894864553529865 -1.61875468379842 0.105500055909798 0.237188949227794
"b1095" 3258.15482359184 -0.126524580229097 0.0930860308792694 -1.35922199103318 0.174076254778099 0.339969057619772
"b1096" 121.51679666285 0.0308089328002013 0.190790086562538 0.161480784223569 0.871714744703495 0.936149734387415
"b1097" 142.885947151139 0.115378699581596 0.172277302777391 0.66972664257858 0.503032064471653 0.701470892259442
"b1098" 235.28014512014 0.193956887004659 0.149139415082243 1.30050722605893 0.19342718125118 0.365798459545774
"b1099" 219.651816164758 0.265116603894311 0.15053302755372 1.76118562286738 0.0782069906306836 0.192630980636643
"b1100" 369.90365120605 0.0241791037579542 0.158920195506379 0.15214619942362 0.879071626460561 0.93799502004504
"b1101" 9471.89783984256 0.490408869280657 0.109580103781799 4.47534591003109 7.62877014900695e-06 6.39411392752293e-05
"b1102" 3099.30602092649 0.0842603106769896 0.0999121124568573 0.843344301356592 0.399035912960023 0.601904490782163
"b1103" 363.65752423602 0.169431014735033 0.154494982140005 1.0966764899943 0.27278283719575 0.460298456407133
"b1104" 338.871587089819 0.0566396603968278 0.138185068557782 0.409882637740588 0.681892042265035 0.822921182676655
"b1105" 810.52347413537 0.0949120770059042 0.110489177807232 0.859016954325563 0.39033116219457 0.592472478914871
"b1106" 213.210954616141 0.287408541624332 0.165742605910894 1.73406554123355 0.0829064547345119 0.201570273533909
"b1107" 379.730156563169 0.0958567074399981 0.12494284540133 0.767204453621142 0.442959965381747 0.647419708780334
"b1108" 488.882211216629 -0.157741476399782 0.124250550128999 -1.2695434848056 0.204247291510307 0.380610993735931
"b1109" 866.678137345065 0.101123338033044 0.168043727918228 0.601767999828307 0.547328578771936 0.737793003341226
"b1110" 91.8581028308884 -0.564748890943141 0.226588086275923 -2.49240328662042 0.01268818798672 0.0454066053232619
"b1111" 377.242521420801 -0.952360228971735 0.127941532535007 -7.44371440690029 9.78930139213475e-14 2.63483872681261e-12
"b1112" 50.7556783203577 1.50256094633044 0.292859244816504 5.13065908939259 2.88729414895237e-07 3.13501086286817e-06
"b1113" 96.0680357555704 -0.598760717806008 0.205697343757671 -2.91088210896587 0.00360409976171255 0.0154600104256626
"b1114" 1565.48054481317 0.321240957191356 0.0996784398644747 3.22277272425334 0.00126956243527287 0.0063428335001476
"b1115" 17.5243625369323 -0.257449104943445 0.460538444764566 -0.55901761920236 0.576149695606669 0.760602435034854
"b1116" 547.853762405362 0.336990670603004 0.120234293856812 2.80278329745363 0.00506636985294784 0.0208660189417744
"b1117" 259.907429368924 0.264005990039289 0.145792013711891 1.81083986233298 0.0701656438174829 0.177951619555687
"b1118" 568.953241615463 0.205258572986198 0.11599142564026 1.76960126020689 0.0767935887852792 0.190217171961981
"b1119" 457.924815258837 0.358516376624031 0.120862390068017 2.96631877312927 0.00301387925984613 0.013394240152479
"b1120" 455.533417419181 0.175264453575736 0.129031050692821 1.35831222511689 0.174364632738176 0.340184597409549
"b1121" 23.2010986572474 0.0478718377819006 0.401670247567537 0.119181936107557 0.905131217535328 0.952481143562782
"b1122" 23.196022532424 0.203939707855527 0.394694972481912 0.516702066340287 0.605364153397744 0.776972846221077
"b1123" 2423.1899660433 0.365352452490668 0.105320191628204 3.46896874039517 0.000522460240353252 0.00291084991053955
"b1124" 277.214078461996 -0.280579677500744 0.154795516756117 -1.8125827115704 0.0698962062808889 0.177401335415429
"b1125" 393.299306014044 -0.237819323416772 0.128886127592752 -1.84518945412203 0.065009984045623 0.167657327275554
"b1126" 653.401394725663 -0.241810584006432 0.122594193946038 -1.97244727684957 0.0485585693896714 0.133422611220219
"b1127" 459.330926409389 0.180818152235391 0.159444225246184 1.13405268805568 0.256772447743593 0.442277774253828
"b1128" 840.788446891953 0.557949513454007 0.105691959887294 5.27901567961255 1.29879692053544e-07 1.484563085969e-06
"b1129" 680.16465416117 0.233126725215681 0.109489753917182 2.12921042266675 0.0332368549698147 0.0982453671265519
"b1130" 744.574506700755 0.306191993259179 0.114030185263423 2.68518368668647 0.00724899544604298 0.0282710822395676
